=Epoch=Loss
0=0=1.8361759350977098
1=1=1.5673747335240142
2=2=1.4605412159725921
3=3=1.3749817185809377
4=4=1.299579668265292
5=5=1.2380094788366323
6=6=1.186154301048151
7=7=1.125763743427554
8=8=1.0909069236927165
9=9=1.0291921297479723
10=10=0.9936189319052267
11=11=0.9550723495439348
12=12=0.9126542931891479
13=13=0.8835448645416638
14=14=0.854792502818427
15=15=0.8162221223735369
16=16=0.7875341374521718
17=17=0.7553149621081958
18=18=0.7254825922344353
19=19=0.704730523995384
20=20=0.6767695424325472
21=21=0.6484262283900043
22=22=0.6300150268898275
23=23=0.6048694578522072
24=24=0.5815314106453924
25=25=0.5629339652097253
26=26=0.5443639444836843
27=27=0.5168737300067245
28=28=0.5010129336190279
29=29=0.47824106126266597
30=30=0.46755057273918704
31=31=0.4520174452462868
32=32=0.435620135165252
33=33=0.41862125625924207
34=34=0.404941681178833
35=35=0.38714151607512326
36=36=0.37307787884465543
37=37=0.3625637848988416
38=38=0.34458666620023254
39=39=0.33205615027913044
40=40=0.31934214579522197
41=41=0.31137798224117685
42=42=0.3058492582781761
43=43=0.2942014843844927
44=44=0.2801062169271859
45=45=0.272692008034324
46=46=0.2616268609914989
47=47=0.2488117632531404
48=48=0.24297923605897687
49=49=0.23649484105838364
