=Epoch=Steps=Loss
0=0=0=4.302304744720459
1=0=10=3.040370225906372
2=0=20=2.688319206237793
3=0=30=1.820644497871399
4=0=40=3.192384719848633
5=0=50=1.8160144090652466
6=0=60=3.6927406787872314
7=0=70=2.2015721797943115
8=0=80=2.0197272300720215
9=0=90=1.7093651294708252
10=0=0=4.302304744720459
11=0=10=3.040370225906372
12=0=20=2.688319206237793
13=0=30=1.820644497871399
14=0=40=3.192384719848633
15=0=50=1.8160144090652466
16=0=60=3.6927406787872314
17=0=70=2.2015721797943115
18=0=80=2.0197272300720215
19=0=90=1.7093651294708252
20=0=100=2.4614102840423584
21=0=110=1.6584845781326294
22=0=120=1.5652929544448853
23=0=130=1.7578861713409424
24=0=140=2.0817675590515137
25=0=150=1.9868040084838867
26=0=160=1.3130484819412231
27=0=170=1.624931812286377
28=0=180=1.4706380367279053
29=0=190=2.6725807189941406
30=0=200=2.010392427444458
31=0=210=3.1325786113739014
32=0=220=2.0850441455841064
33=0=230=2.6960506439208984
34=0=240=1.674009084701538
35=0=250=1.877940058708191
36=0=260=1.7582064867019653
37=0=270=1.6636652946472168
38=0=280=1.7768774032592773
39=0=290=1.6594427824020386
40=0=300=2.3850724697113037
41=0=310=2.139218330383301
42=0=320=1.3292278051376343
43=0=330=2.408921003341675
44=0=340=2.2613420486450195
45=0=350=1.3133245706558228
46=0=360=2.63612961769104
47=0=370=1.6528563499450684
48=0=380=1.344220757484436
49=0=390=1.3164085149765015
50=0=400=2.414940357208252
51=0=410=1.7029716968536377
52=0=420=2.4752373695373535
53=0=430=1.430788516998291
54=0=440=1.9014338254928589
55=0=450=1.755264401435852
56=0=460=1.454787015914917
57=0=470=1.4097152948379517
58=0=480=1.9579317569732666
59=1=0=1.3621151447296143
60=1=10=1.8355308771133423
61=1=20=1.9601085186004639
62=1=30=1.8729702234268188
63=1=40=1.9582756757736206
64=1=50=1.147099256515503
65=1=60=1.4393887519836426
66=1=70=1.395351529121399
67=1=80=2.531996250152588
68=1=90=1.6099607944488525
69=1=100=1.7470133304595947
70=1=110=2.1051511764526367
71=1=120=1.3443642854690552
72=1=130=1.6866636276245117
73=1=140=2.603400945663452
74=1=150=1.8852180242538452
75=1=160=2.7029552459716797
76=1=170=1.9683555364608765
77=1=180=2.408060312271118
78=1=190=1.7612605094909668
79=1=200=2.0686724185943604
80=1=210=1.6864073276519775
81=1=220=1.5497863292694092
82=1=230=2.206458568572998
83=1=240=1.7993940114974976
84=1=250=3.182835578918457
85=1=260=1.4682340621948242
86=1=270=2.2165379524230957
87=1=280=2.435408115386963
88=1=290=2.6809046268463135
89=1=300=2.618964195251465
90=1=310=1.3490245342254639
91=1=320=0.9823063611984253
92=1=330=2.8390350341796875
93=1=340=3.3983986377716064
94=1=350=2.0188567638397217
95=1=360=1.9075136184692383
96=1=370=2.1077494621276855
97=1=380=1.8002333641052246
98=1=390=3.031403064727783
99=1=400=1.266742467880249
100=1=410=1.4714044332504272
101=1=420=1.2297728061676025
102=1=430=2.304105043411255
103=1=440=2.181450366973877
104=1=450=1.7610965967178345
105=1=460=1.156049132347107
106=1=470=1.1819798946380615
107=1=480=2.542935371398926
108=2=0=1.182592511177063
109=2=10=0.8352615237236023
110=2=20=1.0279585123062134
111=2=30=2.3573505878448486
112=2=40=1.4332199096679688
113=2=50=1.664270281791687
114=2=60=1.9663362503051758
115=2=70=1.2734543085098267
116=2=80=1.4447176456451416
117=2=90=2.253458261489868
118=2=100=1.2976361513137817
119=2=110=1.5397038459777832
120=2=120=1.431465983390808
121=2=130=2.5662238597869873
122=2=140=1.2725658416748047
123=2=150=1.1955043077468872
124=2=160=1.3705573081970215
125=2=170=1.6074888706207275
126=2=180=1.972353458404541
127=2=190=1.312725305557251
128=2=200=1.9800848960876465
129=2=210=1.4330960512161255
130=2=220=1.3156851530075073
131=2=230=1.4988375902175903
132=2=240=1.8352231979370117
133=2=250=2.1755168437957764
134=2=260=1.195359468460083
135=2=270=1.514602780342102
136=2=280=1.9854021072387695
137=2=290=2.7239644527435303
138=2=300=1.3955817222595215
139=2=310=1.6552050113677979
140=2=320=2.8120999336242676
141=2=330=1.7151201963424683
142=2=340=1.4292761087417603
143=2=350=1.473052740097046
144=2=360=1.8168256282806396
145=2=370=1.936511754989624
146=2=380=2.5504543781280518
147=2=390=2.289731740951538
148=2=400=1.3279718160629272
149=2=410=1.196150302886963
150=2=420=1.1792460680007935
151=2=430=1.9952787160873413
152=2=440=1.148756980895996
153=2=450=1.0617058277130127
154=2=460=1.4837270975112915
155=2=470=2.9113917350769043
156=2=480=1.6103969812393188
157=3=0=1.0730217695236206
158=3=10=1.5577353239059448
159=3=20=1.1494660377502441
160=3=30=1.3440395593643188
161=3=40=1.0523301362991333
162=3=50=1.131509780883789
163=3=60=1.2917852401733398
164=3=70=1.1650402545928955
165=3=80=0.8466333746910095
166=3=90=2.023287773132324
167=3=100=1.9295152425765991
168=3=110=1.2235006093978882
169=3=120=2.93441104888916
170=3=130=2.417490243911743
171=3=140=0.9735458493232727
172=3=150=1.1663057804107666
173=3=160=1.3747658729553223
174=3=170=0.7744496464729309
175=3=180=1.1345508098602295
176=3=190=0.7309608459472656
177=3=200=1.8831400871276855
178=3=210=1.0279541015625
179=3=220=1.5738860368728638
180=3=230=1.483294129371643
181=3=240=2.020111322402954
182=3=250=1.1157763004302979
183=3=260=1.4780635833740234
184=3=270=1.5238256454467773
185=3=280=1.8818100690841675
186=3=290=1.835930347442627
187=3=300=3.1009771823883057
188=3=310=1.3797249794006348
189=3=320=1.1583448648452759
190=3=330=1.5652241706848145
191=3=340=1.8772931098937988
192=3=350=2.5040714740753174
193=3=360=1.8775535821914673
194=3=370=1.4527614116668701
195=3=380=1.875892996788025
196=3=390=1.464471459388733
197=3=400=2.236264705657959
198=3=410=1.2286951541900635
199=3=420=0.7355110049247742
200=3=430=1.434017300605774
201=3=440=1.4557589292526245
202=3=450=2.432859182357788
203=3=460=2.331644058227539
204=3=470=1.4195770025253296
205=3=480=1.0290164947509766
206=4=0=2.0727391242980957
207=4=10=1.3374171257019043
208=4=20=1.1239819526672363
209=4=30=1.705162525177002
210=4=40=1.5603342056274414
211=4=50=1.0330193042755127
212=4=60=2.0905654430389404
213=4=70=2.2462635040283203
214=4=80=2.043339967727661
215=4=90=1.7150648832321167
216=4=100=0.8420058488845825
217=4=110=1.7022185325622559
218=4=120=1.582464337348938
219=4=130=1.1124393939971924
220=4=140=1.0155274868011475
221=4=150=1.3831441402435303
222=4=160=1.4318840503692627
223=4=170=1.049954891204834
224=4=180=1.6297518014907837
225=4=190=2.169957399368286
226=4=200=1.211040735244751
227=4=210=1.0128992795944214
228=4=220=1.0644468069076538
229=4=230=2.4246575832366943
230=4=240=0.7821915745735168
231=4=250=0.8249832987785339
232=4=260=1.6863936185836792
233=4=270=2.361877918243408
234=4=280=1.573854923248291
235=4=290=1.6642359495162964
236=4=300=1.2591444253921509
237=4=310=1.876197099685669
238=4=320=2.194718837738037
239=4=330=1.3183350563049316
240=4=340=0.7646910548210144
241=4=350=2.8906993865966797
242=4=360=2.1841447353363037
243=4=370=1.3063592910766602
244=4=380=1.281929850578308
245=4=390=1.0785475969314575
246=4=400=0.9454859495162964
247=4=410=1.350261926651001
248=4=420=1.5158025026321411
249=4=430=0.7540222406387329
250=4=440=1.6863336563110352
251=4=450=1.381678819656372
252=4=460=1.7191581726074219
253=4=470=1.6037133932113647
254=4=480=1.6665624380111694
255=5=0=0.8823240399360657
256=5=10=1.1215819120407104
257=5=20=1.442103624343872
258=5=30=1.4377715587615967
259=5=40=1.290647268295288
260=5=50=0.8289584517478943
261=5=60=0.6994360089302063
262=5=70=1.1842468976974487
263=5=80=1.5477960109710693
264=5=90=1.3487995862960815
265=5=100=1.0953561067581177
266=5=110=2.984537124633789
267=5=120=1.7049957513809204
268=5=130=1.5190598964691162
269=5=140=0.9621676802635193
270=5=150=0.8604006767272949
271=5=160=0.748048722743988
272=5=170=1.3993916511535645
273=5=180=1.1061222553253174
274=5=190=1.0783478021621704
275=5=200=0.7503541707992554
276=5=210=1.774346113204956
277=5=220=2.2116544246673584
278=5=230=1.9281364679336548
279=5=240=1.94386887550354
280=5=250=1.5531586408615112
281=5=260=1.2001203298568726
282=5=270=0.5870829224586487
283=5=280=1.238028883934021
284=5=290=0.9849113821983337
285=5=300=1.1898106336593628
286=5=310=1.8880561590194702
287=5=320=0.8735142946243286
288=5=330=0.9926128387451172
289=5=340=1.2473050355911255
290=5=350=1.400017499923706
291=5=360=0.8624783158302307
292=5=370=2.3602144718170166
293=5=380=1.1829743385314941
294=5=390=1.0108840465545654
295=5=400=2.0918235778808594
296=5=410=1.3911255598068237
297=5=420=1.3399914503097534
298=5=430=1.321332573890686
299=5=440=1.0184506177902222
300=5=450=1.3623158931732178
301=5=460=1.2644273042678833
302=5=470=1.5939942598342896
303=5=480=1.081026554107666
304=6=0=2.0724375247955322
305=6=10=0.8556599020957947
306=6=20=0.6794415712356567
307=6=30=1.2799102067947388
308=6=40=1.68459951877594
309=6=50=0.8676879405975342
310=6=60=1.2789016962051392
311=6=70=1.5199543237686157
