=Epoch=Meteor
0=0=0.4990086892769176
1=1=0.4948621956877795
2=2=0.49819773538707834
3=3=0.499771081653844
4=4=0.49636257874173834
5=5=0.49556917863405225
6=6=0.49272086172245505
7=7=0.49861708862956755
8=8=0.49842820944048394
9=9=0.49478904259973555
10=10=0.49791501637631463
11=11=0.4950543083554929
12=12=0.49354676665785985
13=13=0.4878179069987315
14=14=0.48942370788426126
15=15=0.4813517261651928
16=16=0.48638683096832136
17=17=0.4846371517803474
18=18=0.48578385046497263
19=19=0.48305243314592555
20=20=0.4839932187370353
21=21=0.4817178868644693
22=22=0.48869154880698135
23=23=0.48231596586992076
24=24=0.48065143920291037
25=25=0.48457835833868523
26=26=0.48062218424946695
27=27=0.47995248436983556
28=28=0.4786366131229728
29=29=0.47877086747270003
30=30=0.4756484747744239
31=31=0.4832289005417472
32=32=0.47803268136485033
33=33=0.47928189706707536
34=34=0.47796954596435276
35=35=0.4786577305897715
36=36=0.4788853847611163
37=37=0.4757431626598195
38=38=0.4764864340630172
39=39=0.47708412316275584
40=40=0.4760657490587422
41=41=0.4796213794324685
42=42=0.4759313718355486
43=43=0.4784871957945008
44=44=0.4798803258382508
45=45=0.47786886723419525
46=46=0.4772830736786882
47=47=0.475355918050232
48=48=0.47325410054483913
49=49=0.4706338026130717
