=Epoch=Loss
0=0=1.8481466997302982
1=1=1.5737974307828908
2=2=1.464729456372955
3=3=1.3797943874264424
4=4=1.3034972620065437
5=5=1.2419064565288553
6=6=1.1905906723498196
7=7=1.1285767204904666
8=8=1.0962972766257324
9=9=1.0336749378858483
10=10=0.9974894063852676
11=11=0.9573764174694828
12=12=0.9154304440797889
13=13=0.8864265346499569
14=14=0.8579083880018141
15=15=0.8201614819277792
16=16=0.7911749809085634
17=17=0.7582358358638667
18=18=0.7291120681696621
19=19=0.7107450041842516
20=20=0.6774716269199071
21=21=0.6496607113724218
22=22=0.6342923176963114
23=23=0.6066045867791077
24=24=0.5854741066487777
25=25=0.5658043279521184
26=26=0.5458377629312027
27=27=0.5207106698536708
28=28=0.5005034437149282
29=29=0.4799811009309033
30=30=0.467631545270563
31=31=0.4503491695359452
32=32=0.43609270525721977
33=33=0.4176956955816674
34=34=0.4062262568407741
35=35=0.38836684110671216
36=36=0.3749413067866418
37=37=0.368404205329286
38=38=0.3465391496587846
39=39=0.335041856363106
40=40=0.3205574593457284
41=41=0.3134883830439962
42=42=0.3070676430509217
43=43=0.29483223845859596
44=44=0.28153316941602674
45=45=0.2752540667324088
46=46=0.26294680896449585
47=47=0.24977157959245644
48=48=0.24074805504696198
49=49=0.23624985083490266
